,player_position,average_rating,total_game_played,started_game_percentage,minute_per_game,goals_per_game,assist_per_game,dribbled_per_game,pourcentage passes,balls_recovered_per_game,possession_won,tackles_per_game,interception_per_game,clean_sheets,saves,goals_conceded,number_match_called_up,number_match_started,player_status,national_team,player_market_value,league_ranking,player_name_sofascore,player_name_transfer_market,player_team,player_league
44,F,7.37,32.0,0.94,80.81,0.66,0.22,0.18,68.44,0.0,0.25,0.17,0.17,0.0,0.0,0.0,0.75,0.75,line-up,russia 2020,13.0,,Artem Dzyuba,Artem Dzyuba,,
45,F,6.85,31.0,0.29,38.16,0.19,0.06,0.17,83.19,0.0,0.32,0.34,0.12,0.0,0.0,0.0,0.83,0.08,not-called-up,russia 2020,3.5,,Andrey Mostovoy,Andrey Mostovoy,,
46,F,6.93,32.0,0.25,31.53,0.22,0.09,0.36,78.56,0.0,0.27,0.91,0.18,0.0,0.0,0.0,0.67,0.33,called-up,russia 2020,14.5,,Aleksei Miranchuk,Aleksey Miranchuk,,
47,F,6.9,33.0,0.48,46.0,0.21,0.12,0.21,69.09,0.0,0.53,0.25,0.16,0.0,0.0,0.0,0.08,0.08,not-called-up,russia 2020,11.0,,Fedor Chalov,Fedor Chalov,,
48,F,7.26,28.0,0.79,70.43,0.36,0.14,0.1,60.75,0.0,0.29,0.1,0.29,0.0,0.0,0.0,0.5,0.17,called-up,russia 2020,3.0,,Anton Zabolotnyi,Anton Zabolotnyi,,
49,F,6.77,24.0,0.5,55.79,0.04,0.0,0.48,58.38,0.0,0.19,0.67,0.29,0.0,0.0,0.0,0.65,0.12,not-called-up,scotland 2020,4.8,,Oliver McBurnie,Oliver Burke,,
50,F,6.84,42.0,0.86,73.0,0.29,0.12,0.5,58.0,0.0,0.5,0.5,0.1,0.0,0.0,0.0,0.71,0.65,line-up,scotland 2020,0.475,,Lyndon Dykes,Lyndon Dykes,,
51,F,6.86,37.0,0.84,75.24,0.24,0.14,0.29,69.08,0.0,0.61,0.68,0.1,0.0,0.0,0.0,0.24,0.18,called-up,scotland 2020,2.2,,Che Adams,Ché Adams,,
52,F,7.17,40.0,0.93,75.05,0.28,0.23,0.6,76.12,0.0,0.95,0.81,0.52,0.0,0.0,0.0,0.67,0.17,called-up,spain 2020,48.0,,Mikel Oyarzabal,Mikel Oyarzabal,,
53,F,7.33,10.0,0.8,59.3,0.5,0.2,1.07,85.5,0.0,0.51,1.0,0.37,0.0,0.0,0.0,0.42,0.25,not-called-up,spain 2020,60.0,,Ansu Fati,Marco Asensio,,
54,F,6.95,46.0,0.61,54.48,0.15,0.04,0.55,85.48,0.0,0.45,0.35,0.32,0.0,0.0,0.0,0.17,0.08,not-called-up,spain 2020,35.0,,Marco Asensio,Bryan Gil,,
55,F,7.04,29.0,0.9,79.0,0.14,0.1,0.6,78.0,0.0,1.1,1.0,0.6,0.0,0.0,0.0,0.17,0.08,not-called-up,spain 2020,35.0,,Bryan Gil,Bryan Gil,,
56,F,6.95,33.0,0.64,56.27,0.36,0.09,0.4,84.82,0.0,0.27,0.49,0.19,0.0,0.0,0.0,1.0,0.67,line-up,spain 2020,6.0,,Ferran Torres,Ferran Torres,,
57,F,7.05,38.0,0.76,71.5,0.05,0.05,0.22,76.24,0.0,0.68,0.78,0.19,0.0,0.0,0.0,0.5,0.08,called-up,spain 2020,50.0,,Adama Traoré,Adama Traoré,,
58,F,7.13,40.0,0.72,65.4,0.42,0.25,0.7,76.0,0.0,0.4,0.5,0.26,0.0,0.0,0.0,0.58,0.5,line-up,spain 2020,36.0,,Álvaro Morata,Álvaro Morata,,
59,F,6.79,30.0,0.63,52.6,0.23,0.13,0.31,68.53,0.0,0.37,0.53,0.47,0.0,0.0,0.0,0.92,0.38,called-up,sweden 2020,40.0,,Robin Quaison,Robin Quaison,,
60,F,6.75,41.0,0.54,53.54,0.1,0.07,0.87,79.83,0.0,0.53,0.84,0.37,0.0,0.0,0.0,0.92,0.54,not-called-up,sweden 2020,4.5,,Dejan Kulusevski,Dejan Kulusevski,,
61,F,6.92,42.0,0.88,67.1,0.4,0.05,0.1,72.24,0.0,0.48,0.3,0.08,0.0,0.0,0.0,0.92,0.54,line-up,sweden 2020,40.0,,Alexander Isak,Alexander Isak,,
62,F,7.32,29.0,1.0,87.0,0.52,0.17,0.3,78.0,0.0,0.7,0.4,0.3,0.0,0.0,0.0,0.54,0.08,called-up,sweden 2020,2.8,,Jordan Larsson,Jordan Larsson,,
63,F,6.74,41.0,0.51,44.68,0.15,0.05,0.27,75.76,0.0,0.24,0.5,0.28,0.0,0.0,0.0,0.73,0.64,line-up,switzerland 2020,16.0,,Breel Embolo,Breel Embolo,,
64,F,7.08,38.0,0.71,67.29,0.58,0.18,0.3,68.29,0.0,0.46,0.1,0.08,0.0,0.0,0.0,0.91,0.73,line-up,switzerland 2020,12.0,,Haris Seferovi?,Haris Seferovic,,
65,F,6.87,31.0,0.81,73.77,0.06,0.13,0.75,79.52,0.0,0.56,1.12,0.28,0.0,0.0,0.0,0.54,0.15,not-called-up,turkey 2020,4.8,,Efecan Karaca,Efecan Karaca,,
66,F,6.84,17.0,0.41,45.53,0.06,0.18,0.29,76.06,0.0,0.34,0.68,0.34,0.0,0.0,0.0,0.69,0.38,called-up,turkey 2020,3.5,,Cengiz Ünder,Cengiz Ünder,,
67,F,6.89,29.0,0.83,77.45,0.24,0.07,0.29,77.9,0.0,0.39,0.32,0.0,0.0,0.0,0.0,0.85,0.69,line-up,turkey 2020,8.5,,Kenan Karaman,Kenan Karaman,,
68,F,6.83,28.0,0.54,47.0,0.14,0.07,0.4,59.0,0.0,0.3,0.4,0.1,0.0,0.0,0.0,0.92,0.23,called-up,turkey 2020,4.0,,Enes Ünal,Enes Ünal,,
69,F,7.07,39.0,0.97,84.59,0.54,0.21,0.09,80.13,0.0,0.8,0.26,0.09,0.0,0.0,0.0,1.0,0.85,line-up,ukraine 2020,9.5,,Roman Yaremchuk,Roman Yaremchuk,,
70,F,7.36,40.0,0.57,51.1,0.2,0.3,0.46,80.0,0.0,0.66,0.53,0.17,0.0,0.0,0.0,0.92,0.85,line-up,ukraine 2020,11.0,,Ruslan Malinovskyi,Ruslan Malinovskyi,,
71,F,6.96,24.0,0.92,72.38,0.33,0.04,0.09,23.46,0.0,0.33,0.29,0.17,0.0,0.0,0.0,0.54,0.15,not-called-up,ukraine 2020,4.0,,Júnior Moraes,Júnior Moraes,,
72,F,6.94,18.0,0.89,67.88,0.33,0.0,0.12,11.5,0.0,0.12,0.0,0.22,0.0,0.0,0.0,0.23,0.08,called-up,ukraine 2020,2.4,,Artem Besedin,Artem Besedin,,
73,F,7.37,32.0,0.56,48.69,0.47,0.09,0.34,75.25,0.0,0.34,0.91,0.34,0.0,0.0,0.0,0.71,0.57,line-up,wales 2020,32.0,,Gareth Bale,Gareth Bale,,
74,F,6.39,13.0,0.62,57.85,0.08,0.0,0.45,73.77,0.0,0.23,0.77,0.15,0.0,0.0,0.0,0.64,0.21,not-called-up,wales 2020,8.0,,Rabbi Matondo,Rabbi Matondo,,
75,F,6.99,47.0,0.96,83.0,0.26,0.13,0.63,75.43,0.0,0.37,1.02,0.27,0.0,0.0,0.0,0.36,0.0,not-called-up,wales 2020,16.0,,Brennan Johnson,Brennan Johnson,,
76,F,7.28,42.0,0.95,81.0,0.48,0.02,0.1,51.0,0.0,0.8,0.4,0.2,0.0,0.0,0.0,0.93,0.57,line-up,wales 2020,6.0,,Kieffer Moore,Kieffer Moore,,
77,F,7.0,43.0,0.91,72.6,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not-called-up,russia 2020,,,Ivan Sergeev,Ivan Sergeev,,
78,F,6.85,17.0,0.47,41.06,0.29,0.0,0.06,19.71,0.0,0.06,0.0,0.06,0.0,0.0,0.0,0.0,0.0,not-called-up,russia 2020,,,Gamid Agalarov,Gamid Agalarov,,
79,F,6.92,33.0,0.7,67.0,0.24,0.03,0.48,66.12,0.0,0.48,0.72,0.31,0.0,0.0,0.0,0.0,0.0,not-called-up,scotland 2020,,,Ross Stewart,Ross Stewart,,
80,F,6.75,29.0,0.62,51.31,0.1,0.1,0.22,79.59,0.0,0.41,0.26,0.11,0.0,0.0,0.0,0.0,0.0,not-called-up,spain 2020,,,Abel Ruíz,Abel Ruiz,,
81,F,6.65,33.0,0.36,39.18,0.12,0.03,0.3,71.82,0.0,0.21,0.45,0.18,0.0,0.0,0.0,0.0,0.0,not-called-up,sweden 2020,,,Viktor Gyökeres,Viktor Gyökeres,,
82,F,7.25,6.0,0.83,76.0,0.5,0.0,0.17,77.0,0.0,0.53,0.67,0.37,0.0,0.0,0.0,0.0,0.0,not-called-up,sweden 2020,,,Anthony Elanga,Anthony Elanga,,
83,F,7.11,34.0,0.91,79.88,0.47,0.18,0.7,74.12,0.0,0.76,0.76,0.21,0.0,0.0,0.0,0.0,0.0,not-called-up,sweden 2020,,,Branimir Hrgota,Branimir Hrgota,,
84,F,6.77,30.0,0.77,62.0,0.2,0.0,0.7,76.0,0.0,0.4,0.7,0.4,0.0,0.0,0.0,0.0,0.0,not-called-up,switzerland 2020,,,Mattia Bottani,Mattia Bottani,,
85,F,7.0,31.0,0.52,54.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not-called-up,switzerland 2020,,,Zeki Amdouni,Zeki Amdouni,,
86,F,6.87,34.0,0.85,69.0,0.24,0.12,0.3,73.0,0.0,0.6,0.8,0.1,0.0,0.0,0.0,0.0,0.0,not-called-up,turkey 2020,,,Bar?? Alper Y?lmaz,Bar?? Alper Y?lmaz,,
87,F,7.0,32.0,0.47,53.88,0.22,0.03,0.09,72.62,0.0,0.35,0.35,0.44,0.0,0.0,0.0,0.0,0.0,not-called-up,turkey 2020,,,Yunus Akgün,Yunus Akgün,,
88,F,6.68,21.0,0.19,28.76,0.05,0.05,0.32,74.43,0.0,0.35,0.61,0.08,0.0,0.0,0.0,0.0,0.0,not-called-up,turkey 2020,,,Umut Bozok,Umut Bozok,,
89,F,7.0,14.0,0.86,52.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not-called-up,ukraine 2020,,,Danylo Sikan,Danylo Sikan,,
90,F,7.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not-called-up,ukraine 2020,,,Vladyslav Vanat,Vladyslav Vanat,,
91,F,6.67,16.0,0.38,41.0,0.19,0.06,0.1,78.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,not-called-up,wales 2020,,,Mark Harris,Mark Harris,,
92,F,7.0,24.0,0.92,76.0,0.21,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,called-up,ukraine 2020,,,Artem Dovbyk,Artem Dovbyk,,
93,F,6.88,19.0,0.63,52.05,0.05,0.0,0.16,28.32,0.0,0.26,0.26,0.0,0.0,0.0,0.0,0.45,0.0,not-called-up,croatia 2020,,,Antonio ?olak,Antonio Colak,,
94,F,6.94,34.0,0.53,52.26,0.26,0.0,0.06,10.0,0.0,0.06,0.0,0.03,0.0,0.0,0.0,0.09,0.0,not-called-up,czech republic 2020,,,Michal Rabušic,Michael Rabusic,,
95,F,6.6,10.0,0.1,26.7,0.0,0.0,0.09,53.4,0.0,0.09,0.27,0.0,0.0,0.0,0.0,0.09,0.0,not-called-up,switzerland 2020,,,Andi Zeqiri,Andi Zeqiri,,
96,F,6.99,30.0,0.67,61.0,0.47,0.1,0.58,60.9,0.0,0.58,0.58,0.1,0.0,0.0,0.0,0.08,0.0,not-called-up,turkey 2020,,,Enis Destan,Enis Destan,,
97,F,6.63,21.0,0.19,33.29,0.24,0.0,0.14,71.86,0.0,0.55,0.23,0.09,0.0,0.0,0.0,0.29,0.0,not-called-up,wales 2020,,,Hal Robson-Kanu,Hal Robson-Kanu,,
98,F,7.3,34.0,0.94,79.64,0.35,0.18,0.55,73.85,0.0,0.89,0.62,0.38,0.0,0.0,0.0,1.0,0.64,called-up,croatia 2020,,,Nikola Vlaši?,Nikola Vlaši?,,
99,F,6.88,28.0,0.57,52.43,0.25,0.18,0.29,70.39,0.0,0.48,0.1,0.19,0.0,0.0,0.0,0.08,0.08,not-called-up,poland 2020,,,Dawid Kownacki,Dawid Kownacki,,
100,F,7.0,27.0,0.81,64.63,0.59,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.15,called-up,poland 2020,,,Jakub ?wierczok,Jakub Swierczok,,
101,F,6.9,32.0,0.94,85.0,0.25,0.09,0.6,64.0,0.0,0.8,0.6,0.3,0.0,0.0,0.0,0.41,0.06,not-called-up,scotland 2020,,,Lawrence Shankland,Lawrence Shankland,,
102,F,7.34,24.0,0.88,72.75,0.62,0.12,0.24,72.62,0.0,0.32,0.24,0.24,0.0,0.0,0.0,0.23,0.15,not-called-up,sweden 2020,,,Zlatan Ibrahimovi?,Zlatan Ibrahimovi?,,
103,F,7.07,28.0,0.93,79.18,0.43,0.14,0.58,68.57,0.0,0.55,0.52,0.25,0.0,0.0,0.0,0.85,0.62,line-up,sweden 2020,,,Marcus Berg,Marcus Berg,,
104,F,7.13,34.0,0.71,60.47,0.47,0.18,0.38,73.91,0.0,0.4,0.4,0.1,0.0,0.0,0.0,0.82,0.36,called-up,switzerland 2020,,,Mario Gavranovi?,Mario Gavranovic,,
105,F,6.75,22.0,0.36,38.36,0.14,0.05,0.22,68.05,0.0,0.35,0.77,0.05,0.0,0.0,0.0,0.23,0.08,called-up,turkey 2020,,,Halil Dervi?o?lu,Halil Dervi?o?lu,,
106,F,7.2,32.0,0.72,66.25,0.56,0.16,0.89,78.75,0.0,0.5,0.47,0.18,0.0,0.0,0.0,0.54,0.46,line-up,turkey 2020,,,Burak Y?lmaz,Burak Y?lmaz,,
107,M,6.95,29.0,0.97,80.69,0.03,0.14,0.61,74.28,0.0,0.5,1.2,1.43,0.0,0.0,0.0,0.0,0.0,not-called-up,austria 2020,2.2,,Dejan Ljubi?i?,Dejan Ljubicic,,
108,D,7.0,26.0,0.96,86.0,0.04,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.27,called-up,croatia 2020,2.0,,Josip Juranovi?,Josip Juranovic,,
109,M,7.27,38.0,0.87,77.47,0.05,0.18,1.2,89.61,0.0,0.46,1.55,1.15,0.0,0.0,0.0,0.73,0.45,line-up,croatia 2020,48.0,,Marcelo Brozovi?,Marcelo Brozovic,,
110,M,7.08,39.0,0.77,65.87,0.0,0.05,0.75,90.64,0.0,0.45,1.64,0.62,0.0,0.0,0.0,0.91,0.64,line-up,croatia 2020,36.0,,Mateo Kova?i?,Mateo Kovacic,,
111,M,7.27,47.0,0.89,77.49,0.13,0.13,0.9,88.51,0.0,0.87,1.1,1.43,0.0,0.0,0.0,1.0,0.73,line-up,croatia 2020,12.0,,Luka Modri?,Luka Modric,,
112,M,6.88,38.0,0.58,53.79,0.13,0.11,0.75,74.89,0.0,0.34,0.64,0.58,0.0,0.0,0.0,1.0,0.73,line-up,croatia 2020,17.5,,Ivan Periši?,Ivan Perisic,,
113,M,7.33,44.0,0.91,78.82,0.5,0.2,0.72,77.91,0.0,0.51,0.97,0.6,0.0,0.0,0.0,1.0,0.18,not-called-up,croatia 2020,7.5,,Mislav Orši?,Mislav Orsic,,
114,M,6.79,33.0,0.61,54.3,0.03,0.09,0.6,84.58,0.0,0.22,1.08,1.08,0.0,0.0,0.0,0.45,0.18,called-up,croatia 2020,16.0,,Domagoj Bradari?,Domagoj Bradaric,,
115,D,7.01,25.0,0.84,76.56,0.0,0.0,0.0,3.64,0.0,0.0,0.08,0.08,0.0,0.0,0.0,0.0,0.0,not-called-up,croatia 2020,6.0,,Josip Staniši?,Josip Stanisic,,
116,M,6.78,34.0,0.94,77.0,0.12,0.03,1.2,85.0,0.0,0.5,1.0,0.9,0.0,0.0,0.0,0.27,0.0,not-called-up,croatia 2020,4.0,,Toma Baši?,Toma Basic,,
117,M,6.78,26.0,0.42,40.88,0.04,0.04,0.7,67.92,0.0,0.31,0.75,0.29,0.0,0.0,0.0,0.0,0.0,not-called-up,croatia 2020,13.0,,Luka Su?i?,Luka Sucic,,
118,M,7.33,29.0,0.83,78.0,0.52,0.17,0.6,68.0,0.0,0.6,1.0,0.5,0.0,0.0,0.0,0.27,0.0,not-called-up,croatia 2020,13.5,,Kristijan Lovri?,Kristijan Lovric,,
119,D,6.97,30.0,1.0,83.53,0.03,0.0,0.03,6.07,0.0,0.0,0.13,0.07,0.0,0.0,0.0,0.82,0.73,line-up,czech republic 2020,0.8,,Ond?ej ?el?stka,Ondrej Celustka,,
120,M,6.81,23.0,0.83,75.43,0.0,0.22,0.43,73.83,0.0,0.39,0.83,0.96,0.0,0.0,0.0,0.64,0.18,called-up,czech republic 2020,13.5,,Pavel Kade?ábek,Pavel Kaderabek,,
121,M,7.16,38.0,1.0,90.0,0.26,0.03,1.3,75.0,0.0,0.4,2.1,1.6,0.0,0.0,0.0,0.91,0.64,line-up,czech republic 2020,12.0,,Tomáš Sou?ek,Tomas Soucek,,
122,M,7.01,23.0,0.74,66.13,0.0,0.09,0.38,29.91,0.0,0.17,0.31,0.17,0.0,0.0,0.0,0.55,0.09,called-up,czech republic 2020,1.6,,Petr Šev?ík,Petr Sevcik,,
123,G,7.0,19.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not-called-up,czech republic 2020,0.9,,Jind?ich Stan?k,Jindrich Stanek,,
124,M,6.92,32.0,0.94,81.75,0.0,0.0,0.19,10.0,0.0,0.1,0.1,0.04,0.0,0.0,0.0,0.09,0.0,not-called-up,czech republic 2020,0.9,,Michal Sá?ek,Michal Sacek,,
125,D,7.01,9.0,0.89,79.89,0.0,0.0,0.0,10.0,0.0,0.0,0.22,0.11,0.0,0.0,0.0,0.0,0.0,not-called-up,ukraine 2020,1.6,,Artem Shabanov,Artem Shabanov,,
126,M,7.02,38.0,0.92,80.68,0.13,0.08,0.13,10.0,0.0,0.03,0.16,0.05,0.0,0.0,0.0,0.36,0.18,not-called-up,czech republic 2020,2.0,,Bo?ek Do?kal,Borek Dockal,,
127,M,7.0,33.0,0.7,60.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,not-called-up,czech republic 2020,0.6,,Roman Poto?ný,Roman Potocny,,
128,M,7.0,30.0,0.8,74.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,not-called-up,czech republic 2020,1.0,,Antonín R?sek,Antonin Rusek,,
129,M,6.68,31.0,0.58,51.52,0.16,0.06,0.37,69.84,0.0,0.54,0.3,0.25,0.0,0.0,0.0,0.82,0.27,called-up,czech republic 2020,4.0,,Mat?j Vydra,Matej Vydra,,
130,M,6.84,38.0,0.79,74.63,0.03,0.16,0.71,79.95,0.0,0.72,1.47,1.28,0.0,0.0,0.0,0.82,0.36,line-up,denmark 2020,0.4,,Joakim Mæhle,Joakim Maehle,,
131,D,6.93,30.0,0.83,76.67,0.0,0.1,0.1,13.33,0.0,0.1,0.17,0.13,0.0,0.0,0.0,0.15,0.0,not-called-up,poland 2020,3.0,,Alan Czerwi?ski,Alan Czerwinski,,
132,D,6.8,3.0,0.0,32.67,0.0,0.0,0.0,84.0,0.0,0.0,0.67,0.67,0.0,0.0,0.0,0.09,0.0,not-called-up,switzerland 2020,0.95,,Michael Lang,Michael Lang,,
133,D,6.58,28.0,0.64,60.0,0.0,0.0,0.9,81.0,0.0,0.1,1.5,1.3,0.0,0.0,0.0,0.77,0.31,called-up,turkey 2020,4.5,,Mert Müldür,Mert Müldür,,
134,D,6.89,30.0,0.63,60.07,0.07,0.07,0.0,15.27,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.77,0.38,line-up,ukraine 2020,3.2,,Oleksandr Karavayev,Oleksandr Karavaev,,
135,D,6.94,13.0,1.0,89.08,0.08,0.0,0.0,6.38,0.0,0.0,0.15,0.23,0.0,0.0,0.0,0.77,0.54,called-up,ukraine 2020,4.0,,Serhiy Kryvtsov,Sergiy Kryvtsov,,
136,M,6.86,39.0,0.97,85.74,0.03,0.03,0.63,91.87,0.0,0.49,0.95,0.49,0.0,0.0,0.0,0.58,0.33,not-called-up,france 2020,8.0,,Steven N'Zonzi,Steven Nzonzi,,
137,D,6.69,30.0,0.3,32.27,0.03,0.07,0.17,70.2,0.0,0.17,0.43,0.17,0.0,0.0,0.0,0.0,0.0,not-called-up,turkey 2020,,,Ferdi Kad?o?lu,Ferdi Kad?o?lu,,
138,D,6.98,6.0,0.67,56.67,0.0,0.0,0.0,50.0,0.0,0.0,1.0,0.53,0.0,0.0,0.0,0.0,0.0,not-called-up,turkey 2020,,,Eren Elmal?,Eren Elmal?,,
139,M,7.3,42.0,0.88,76.1,0.38,0.07,0.94,91.9,0.0,0.71,1.0,0.82,0.0,0.0,0.0,0.67,0.67,line-up,germany 2020,,,?lkay Gündo?an,?lkay Gündo?an,,
140,F,6.92,36.0,0.72,63.5,0.36,0.03,0.14,69.22,0.0,0.35,0.27,0.11,0.0,0.0,0.0,0.36,0.27,line-up,czech republic 2020,20.0,3.0,Patrik Schick,Patrik Schick,B. Leverkusen,Bundesliga
141,D,7.0,31.0,1.0,90.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.27,called-up,czech republic 2020,2.4,13.0,Jakub Brabec,Jakub Brabec,Viktoria Plzen,Fortuna Liga
142,F,6.99,20.0,0.9,78.25,0.75,0.05,0.05,3.85,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.27,0.09,called-up,czech republic 2020,0.4,13.0,Adam Hložek,Adam Hlozek,Sparta Prague,Fortuna Liga
143,D,6.83,10.0,0.9,68.8,0.0,0.0,0.1,18.8,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.45,0.09,not-called-up,czech republic 2020,1.0,13.0,David Hovorka,David Hovorka,Slavia Prague,Fortuna Liga
144,F,6.93,19.0,0.58,49.89,0.0,0.0,0.05,11.21,0.0,0.05,0.11,0.0,0.0,0.0,0.0,0.27,0.09,not-called-up,czech republic 2020,0.45,13.0,Tomáš Malinský,Tomas Malinsky,Slavia Prague,Fortuna Liga
145,F,6.86,27.0,0.3,30.89,0.15,0.0,0.0,16.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.09,not-called-up,czech republic 2020,0.65,13.0,Stanislav Tecl,Stanislav Tecl,Slavia Prague,Fortuna Liga
146,G,7.0,30.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.09,called-up,czech republic 2020,1.5,13.0,Aleš Mandous,Ales Mandous,Sigma Olomouc,Fortuna Liga
147,F,6.9,41.0,0.85,72.9,0.22,0.1,1.09,74.9,0.0,0.69,1.35,0.69,0.0,0.0,0.0,0.67,0.58,line-up,austria 2020,2.5,3.0,Christoph Baumgartner,Christoph Baumgartner,TSG Hoffenheim,Bundesliga
148,D,7.0,26.0,0.96,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.09,not-called-up,czech republic 2020,0.7000000000000001,,Roman Hubník,Roman Hubnik,without team,
149,F,7.19,32.0,0.97,76.0,0.25,0.28,0.8,80.0,0.0,0.6,1.6,0.4,0.0,0.0,0.0,0.92,0.17,called-up,austria 2020,3.2,3.0,Louis Schaub,Louis Schaub,1.FC Köln,Bundesliga
150,F,6.69,26.0,0.42,37.54,0.04,0.08,0.32,66.08,0.0,0.25,0.46,0.09,0.0,0.0,0.0,0.92,0.33,called-up,austria 2020,5.5,3.0,Michael Gregoritsch,Michael Gregoritsch,FC Augsburg,Bundesliga
151,F,6.7,32.0,0.62,60.91,0.12,0.0,0.29,64.66,0.0,0.61,1.03,0.23,0.0,0.0,0.0,0.83,0.08,not-called-up,austria 2020,3.5,3.0,Karim Onisiwo,Karim Onisiwo,1.FSV Mainz 05,Bundesliga
152,F,7.62,34.0,1.0,87.0,0.47,0.47,0.6,72.0,0.0,0.5,0.8,0.4,0.0,0.0,0.0,0.42,0.17,not-called-up,austria 2020,22.0,119.0,Raphael Holzhauser,Raphael Holzhauser,Beerschot V.A.,Challenger Pro League
153,D,7.0,8.0,1.0,90.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.09,not-called-up,czech republic 2020,1.0,31.0,Tomáš Petrášek,Tomas Petrasek,Rakow,PKO BP Ekstraklasa
154,F,6.86,31.0,0.58,53.39,0.35,0.0,0.39,60.23,0.0,0.39,0.68,0.1,0.0,0.0,0.0,1.0,0.36,called-up,croatia 2020,12.0,2.0,Ante Budimir,Ante Budimir,RCD Mallorca,LaLiga
155,F,7.0,18.0,0.72,60.0,0.06,0.17,0.7,73.0,0.0,0.8,0.9,0.6,0.0,0.0,0.0,0.18,0.09,not-called-up,denmark 2020,1.2,82.0,Lucas Andersen,Lucas Andersen,Aalborg BK,1.Division
156,F,7.01,41.0,0.51,52.68,0.27,0.15,0.65,71.1,0.0,0.47,0.45,0.24,0.0,0.0,0.0,0.82,0.64,line-up,denmark 2020,24.0,3.0,Yussuf Poulsen,Yussuf Poulsen,RB Leipzig,Bundesliga
157,F,6.73,28.0,0.86,77.21,0.21,0.07,0.36,81.86,0.0,0.52,0.25,0.21,0.0,0.0,0.0,0.91,0.64,called-up,denmark 2020,16.0,6.0,Kasper Dolberg,Kasper Dolberg,OGC Nice,Ligue 1
158,F,6.7,35.0,0.37,40.83,0.14,0.09,0.2,81.14,0.0,0.2,0.28,0.17,0.0,0.0,0.0,0.91,0.82,line-up,denmark 2020,9.5,2.0,Martin Braithwaite,Martin Braithwaite,Barcelona,LaLiga
159,F,6.89,29.0,0.72,66.0,0.03,0.14,0.3,68.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.45,0.09,called-up,denmark 2020,8.0,4.0,Andreas Cornelius,Andreas Cornelius,Atalanta BC,Serie A
160,F,7.36,28.0,1.0,87.0,0.54,0.29,0.3,71.0,0.0,0.6,0.3,0.3,0.0,0.0,0.0,0.82,0.09,line-up,denmark 2020,1.0,19.0,Jonas Wind,Jonas Wind,FC Copenhagen,Superliga
161,F,6.85,46.0,0.83,75.72,0.28,0.22,0.23,85.78,0.0,0.52,0.7,0.5,0.0,0.0,0.0,0.27,0.27,line-up,england 2020,128.0,1.0,Raheem Sterling,Raheem Sterling,Man City,Premier League
162,F,7.54,44.0,0.93,83.68,0.61,0.36,0.49,70.61,0.0,0.5,0.57,0.24,0.0,0.0,0.0,0.91,0.55,line-up,england 2020,120.0,1.0,Harry Kane,Harry Kane,Tottenham,Premier League
163,F,6.92,43.0,0.93,79.91,0.16,0.14,0.71,82.44,0.0,0.41,1.01,0.77,0.0,0.0,0.0,0.55,0.36,called-up,england 2020,65.0,1.0,Bukayo Saka,Bukayo Saka,Arsenal,Premier League
164,F,7.16,18.0,0.94,84.67,0.5,0.22,0.64,84.44,0.0,0.36,0.77,0.32,0.0,0.0,0.0,0.45,0.18,not-called-up,england 2020,22.0,1.0,Jesse Lingard,Jesse Lingard,Man Utd,Premier League
165,F,7.58,27.0,0.93,84.22,0.26,0.37,0.29,82.89,0.0,1.0,1.16,0.48,0.0,0.0,0.0,0.73,0.55,called-up,england 2020,65.0,1.0,Jack Grealish,Jack Grealish,Aston Villa,Premier League
