,player_position,average_rating,total_game_played,started_game_percentage,minute_per_game,goals_per_game,assist_per_game,dribbled_per_game,pourcentage passes,balls_recovered_per_game,possession_won,tackles_per_game,interception_per_game,clean_sheets,saves,goals_conceded,number_match_called_up,number_match_started,player_status,national_team,player_market_value,league_ranking,player_name_sofascore,player_name_transfer_market,player_team,player_league
166,F,7.14,36.0,0.97,86.0,0.53,0.0,0.18,69.25,0.0,0.54,0.48,0.21,0.0,0.0,0.0,1.0,0.45,called-up,england 2020,45.0,1.0,Dominic Calvert-Lewin,Dominic Calvert-Lewin,Everton,Premier League
167,F,7.08,36.0,0.64,59.83,0.25,0.14,0.58,85.0,0.0,0.37,0.53,0.3,0.0,0.0,0.0,0.42,0.08,called-up,france 2020,50.0,2.0,Ousmane Dembélé,Ousmane Dembélé,Barcelona,LaLiga
168,F,7.48,41.0,0.9,80.17,0.85,0.22,0.27,80.02,0.0,0.58,0.12,0.1,0.0,0.0,0.0,0.75,0.5,line-up,france 2020,160.0,6.0,Kylian Mbappé,Kylian Mbappé,Paris SG,Ligue 1
169,F,7.23,43.0,0.88,72.84,0.35,0.16,0.72,86.67,0.0,0.7,1.02,0.37,0.0,0.0,0.0,1.0,0.83,line-up,france 2020,60.0,2.0,Antoine Griezmann,Antoine Griezmann,Barcelona,LaLiga
170,F,6.88,32.0,0.78,68.62,0.22,0.16,0.41,82.91,0.0,0.29,0.1,0.09,0.0,0.0,0.0,0.75,0.42,not-called-up,france 2020,45.0,1.0,Anthony Martial,Anthony Martial,Man Utd,Premier League
171,F,7.15,37.0,0.86,71.0,0.54,0.19,0.3,74.0,0.0,0.7,0.5,0.4,0.0,0.0,0.0,0.83,0.17,called-up,france 2020,35.0,6.0,Wissam Ben Yedder,Wissam Ben Yedder,Monaco,Ligue 1
172,F,6.92,40.0,0.72,62.85,0.28,0.12,0.59,73.33,0.0,0.19,0.8,0.57,0.0,0.0,0.0,0.33,0.17,not-called-up,france 2020,35.0,3.0,Marcus Thuram,Marcus Thuram,Bor. M'gladbach,Bundesliga
173,F,7.4,44.0,0.95,84.77,0.66,0.2,0.25,85.45,0.0,0.5,0.34,0.2,0.0,0.0,0.0,0.17,0.17,line-up,france 2020,25.0,2.0,Karim Benzema,Karim Benzema,Real Madrid,LaLiga
174,F,6.92,27.0,0.41,40.67,0.41,0.0,0.25,72.44,0.0,0.34,0.25,0.31,0.0,0.0,0.0,0.92,0.42,called-up,france 2020,4.0,1.0,Olivier Giroud,Olivier Giroud,Chelsea,Premier League
175,F,6.86,40.0,0.7,59.92,0.2,0.12,0.8,84.78,0.0,0.51,1.02,0.31,0.0,0.0,0.0,0.58,0.42,line-up,germany 2020,81.0,1.0,Kai Havertz,Kai Havertz,Chelsea,Premier League
176,F,6.83,48.0,0.83,72.83,0.23,0.21,1.04,78.71,0.0,0.39,0.62,0.29,0.0,0.0,0.0,0.75,0.42,called-up,germany 2020,64.0,1.0,Timo Werner,Timo Werner,Chelsea,Premier League
177,F,7.47,43.0,0.88,77.72,0.44,0.23,1.5,83.63,0.0,0.56,0.74,1.04,0.0,0.0,0.0,0.69,0.54,line-up,italy 2020,48.0,4.0,Lorenzo Insigne,Lorenzo Insigne,SSC Napoli,Serie A
178,F,7.16,41.0,0.9,73.83,0.32,0.24,1.1,79.41,0.0,0.5,1.5,0.34,0.0,0.0,0.0,0.62,0.31,called-up,italy 2020,48.0,4.0,Federico Chiesa,Federico Chiesa,Juventus,Serie A
179,F,6.84,14.0,0.5,49.29,0.14,0.07,0.64,79.57,0.0,0.5,0.43,0.3,0.0,0.0,0.0,0.38,0.15,not-called-up,italy 2020,13.0,4.0,Stephan El Shaarawy,Stephan El Shaarawy,AS Roma,Serie A
180,F,7.43,30.0,0.93,83.0,0.57,0.23,1.4,80.0,0.0,0.9,1.4,0.9,0.0,0.0,0.0,0.62,0.31,line-up,italy 2020,35.0,4.0,Domenico Berardi,Matteo Politano,Sassuolo,Serie A
181,F,6.88,39.0,0.69,58.33,0.46,0.03,0.25,74.59,0.0,0.36,0.36,0.27,0.0,0.0,0.0,0.46,0.08,not-called-up,italy 2020,15.0,1.0,Moise Kean,Moise Kean,Everton,Premier League
182,F,7.38,35.0,0.94,83.0,0.37,0.17,0.7,69.0,0.0,0.6,0.9,0.3,0.0,0.0,0.0,0.77,0.38,called-up,italy 2020,35.0,4.0,Andrea Belotti,Andrea Belotti,Torino,Serie A
183,F,6.59,36.0,0.72,66.0,0.11,0.03,0.4,72.0,0.0,0.6,0.4,0.2,0.0,0.0,0.0,0.23,0.08,not-called-up,italy 2020,15.0,4.0,Kevin Lasagna,Kevin Lasagna,Udinese Calcio,Serie A
184,F,7.03,35.0,0.6,61.77,0.26,0.09,0.37,84.89,0.0,0.89,0.68,0.32,0.0,0.0,0.0,0.83,0.25,not-called-up,netherlands 2020,17.5,150.0,Quincy Promes,Quincy Promes,Spartak Moscow,Premier Liga
185,F,7.2,38.0,0.97,86.47,0.61,0.21,0.5,65.47,0.0,0.82,0.36,0.09,0.0,0.0,0.0,0.17,0.17,line-up,netherlands 2020,21.5,3.0,Wout Weghorst,Wout Weghorst,VfL Wolfsburg,Bundesliga
186,F,6.8,40.0,0.45,41.75,0.15,0.0,0.22,72.85,0.0,0.28,0.33,0.12,0.0,0.0,0.0,1.0,0.5,called-up,netherlands 2020,9.5,2.0,Luuk de Jong,Luuk de Jong,Sevilla FC,LaLiga
187,F,6.64,31.0,0.52,50.58,0.03,0.1,0.48,85.42,0.0,0.56,0.58,0.14,0.0,0.0,0.0,0.33,0.08,not-called-up,netherlands 2020,22.0,1.0,Steven Bergwijn,Steven Bergwijn,Tottenham,Premier League
188,F,6.95,34.0,0.53,51.35,0.21,0.15,0.19,77.18,0.0,0.38,0.28,0.19,0.0,0.0,0.0,0.67,0.08,not-called-up,netherlands 2020,1.2,9.0,Ryan Babel,Ryan Babel,Galatasaray,Süper Lig
189,F,7.26,40.0,0.85,78.4,0.6,0.2,0.36,80.4,0.0,0.68,0.18,0.3,0.0,0.0,0.0,0.75,0.17,called-up,netherlands 2020,30.0,14.0,Donyell Malen,Donyell Malen,PSV Eindhoven,Eredivisie
190,F,7.59,37.0,0.89,79.0,0.54,0.32,0.5,76.0,0.0,0.7,0.1,0.1,0.0,0.0,0.0,0.92,0.92,line-up,netherlands 2020,45.0,6.0,Memphis Depay,Memphis Depay,Olympique Lyon,Ligue 1
191,F,6.95,30.0,0.9,75.5,0.4,0.13,0.58,65.57,0.0,0.58,0.77,0.1,0.0,0.0,0.0,0.27,0.09,not-called-up,england 2020,,25.0,Danny Ings,Danny Ings,Southampton,Championship
192,F,7.01,35.0,0.66,50.17,0.23,0.09,0.3,79.94,0.0,0.55,0.52,0.25,0.0,0.0,0.0,0.67,0.17,not-called-up,germany 2020,,7.0,Luca Waldschmidt,Luca Waldschmidt,Benfica,Liga Portugal
193,F,7.03,25.0,0.76,68.0,0.44,0.2,0.1,78.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.31,0.08,not-called-up,italy 2020,,4.0,Francesco Caputo,Francesco Caputo,Sassuolo,Serie A
194,M,6.92,44.0,0.95,86.68,0.09,0.07,0.9,55.41,0.0,0.75,1.4,0.86,0.0,0.0,0.0,0.75,0.17,not-called-up,austria 2020,1.2,3.0,Reinhold Ranftl,Reinhold Ranftl,LASK,Bundesliga
195,M,7.01,35.0,0.91,80.63,0.06,0.11,1.43,77.34,0.0,0.64,2.03,1.61,0.0,0.0,0.0,0.67,0.58,line-up,austria 2020,3.0,3.0,Xaver Schlager,Xaver Schlager,VfL Wolfsburg,Bundesliga
196,M,6.97,31.0,0.71,61.0,0.23,0.1,0.69,76.55,0.0,0.53,0.78,0.56,0.0,0.0,0.0,1.0,0.55,called-up,croatia 2020,13.5,3.0,Josip Brekalo,Josip Brekalo,VfL Wolfsburg,Bundesliga
197,M,7.2,31.0,0.81,69.19,0.23,0.23,1.02,88.68,0.0,1.1,1.36,1.82,0.0,0.0,0.0,0.5,0.5,not-called-up,germany 2020,40.0,3.0,Leon Goretzka,Leon Goretzka,Bayern Munich,Bundesliga
198,M,6.89,14.0,1.0,83.0,0.0,0.0,1.5,88.0,0.0,0.9,2.9,1.4,0.0,0.0,0.0,0.55,0.18,not-called-up,croatia 2020,12.0,4.0,Marko Rog,Marko Rog,Cagliari Calcio,Serie A
199,M,7.0,16.0,0.75,62.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.09,not-called-up,czech republic 2020,2.2,13.0,Jan Kopic,Jan Kopic,Viktoria Plzen,Fortuna Liga
200,M,7.0,32.0,0.94,85.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.09,not-called-up,czech republic 2020,0.1,13.0,Jaroslav Zelený,Jaroslav Zeleny,Slavia Prague,Fortuna Liga
201,M,7.03,38.0,0.82,72.0,0.13,0.0,0.11,20.0,0.0,0.05,0.32,0.08,0.0,0.0,0.0,0.64,0.55,not-called-up,czech republic 2020,0.6,13.0,Lukáš Provod,Lukas Provod,Slavia Prague,Fortuna Liga
202,M,7.27,33.0,0.88,75.42,0.27,0.3,0.59,79.12,0.0,0.72,0.59,0.85,0.0,0.0,0.0,0.38,0.15,not-called-up,italy 2020,10.0,3.0,Vincenzo Grifo,Vincenzo Grifo,SC Freiburg,Bundesliga
203,M,6.95,35.0,0.89,73.11,0.17,0.03,0.29,7.89,0.0,0.06,0.23,0.06,0.0,0.0,0.0,0.55,0.09,not-called-up,czech republic 2020,0.65,13.0,Jakub Pešek,Jakub Pesek,Slovan Liberec,Fortuna Liga
204,M,7.0,31.0,1.0,89.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.09,not-called-up,czech republic 2020,1.0,13.0,Marek Havlík,Marek Havlik,Slovacko,Fortuna Liga
205,M,7.11,34.0,0.79,69.68,0.12,0.03,1.08,87.5,0.0,0.52,1.39,1.77,0.0,0.0,0.0,0.67,0.33,called-up,austria 2020,20.0,3.0,Florian Grillitsch,Florian Grillitsch,TSG Hoffenheim,Bundesliga
206,M,6.98,30.0,0.53,53.77,0.07,0.07,0.48,76.97,0.0,0.81,0.85,0.7,0.0,0.0,0.0,0.73,0.45,not-called-up,denmark 2020,10.5,3.0,Robert Skov,Robert Skov,TSG Hoffenheim,Bundesliga
207,M,6.76,33.0,0.67,57.15,0.0,0.0,0.67,84.97,0.0,0.33,1.29,0.78,0.0,0.0,0.0,0.23,0.08,not-called-up,italy 2020,31.5,27.0,Sandro Tonali,Sandro Tonali,Brescia,Serie B
208,M,7.18,33.0,0.97,83.97,0.03,0.27,0.78,74.18,0.0,0.28,1.53,1.65,0.0,0.0,0.0,0.92,0.25,called-up,austria 2020,0.55,3.0,Christopher Trimmel,Christopher Trimmel,Union Berlin,Bundesliga
209,M,7.0,26.0,0.73,66.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.09,not-called-up,czech republic 2020,1.2,13.0,Lukáš Budinský,Lukas Budinsky,Mlada Boleslav,Fortuna Liga
210,M,6.75,35.0,0.94,75.0,0.0,0.0,0.9,76.0,0.0,0.2,1.6,1.5,0.0,0.0,0.0,0.36,0.09,not-called-up,denmark 2020,7.0,2.0,Jens Jønsson,Jens Jönsson,Cádiz CF,LaLiga
211,M,6.84,12.0,1.0,76.0,0.08,0.08,0.8,84.0,0.0,0.6,1.4,1.0,0.0,0.0,0.0,0.09,0.09,not-called-up,denmark 2020,2.0,14.0,Lasse Schøne,Lasse Schöne,Heerenveen,Eredivisie
212,M,7.11,39.0,0.9,76.08,0.23,0.15,0.96,80.38,0.0,0.55,1.27,1.31,0.0,0.0,0.0,0.67,0.58,line-up,austria 2020,32.0,3.0,Marcel Sabitzer,Marcel Sabitzer,RB Leipzig,Bundesliga
213,M,6.97,36.0,0.69,62.61,0.22,0.11,0.74,78.22,0.0,0.41,1.27,0.71,0.0,0.0,0.0,0.27,0.09,not-called-up,denmark 2020,14.5,1.0,Philip Billing,Philip Billing,Bournemouth,Premier League
214,M,6.71,28.0,0.54,53.54,0.07,0.04,0.31,79.39,0.0,0.08,0.88,0.62,0.0,0.0,0.0,0.25,0.17,called-up,austria 2020,15.0,4.0,Valentino Lazaro,Valentino Lazaro,Inter,Serie A
215,M,6.74,19.0,0.21,31.89,0.0,0.0,0.43,83.37,0.0,0.43,0.47,0.38,0.0,0.0,0.0,0.46,0.15,not-called-up,italy 2020,15.0,4.0,Stefano Sensi,Stefano Sensi,Inter,Serie A
216,M,6.79,32.0,0.53,46.5,0.09,0.09,0.8,86.5,0.0,0.3,1.15,0.77,0.0,0.0,0.0,0.08,0.08,not-called-up,italy 2020,20.0,4.0,Roberto Gagliardini,Roberto Gagliardini,Inter,Serie A
217,M,7.02,30.0,0.6,50.4,0.1,0.0,0.47,87.0,0.0,0.37,0.43,0.37,0.0,0.0,0.0,1.0,0.91,line-up,denmark 2020,68.0,4.0,Christian Eriksen,Christian Eriksen,Inter,Serie A
218,M,7.3,28.0,0.89,75.43,0.25,0.43,1.69,80.86,0.0,0.76,1.16,1.09,0.0,0.0,0.0,0.5,0.08,not-called-up,germany 2020,38.0,3.0,Jonas Hofmann,Jonas Hofmann,Bor. M'gladbach,Bundesliga
219,M,6.78,44.0,0.48,43.39,0.07,0.05,0.8,84.95,0.0,0.54,0.79,0.4,0.0,0.0,0.0,0.67,0.17,not-called-up,germany 2020,40.0,3.0,Julian Brandt,Julian Brandt,Bor. Dortmund,Bundesliga
220,M,6.49,21.0,0.57,53.81,0.1,0.05,0.37,82.57,0.0,0.23,0.69,0.32,0.0,0.0,0.0,0.67,0.17,called-up,austria 2020,3.5,18.0,Alessandro Schöpf,Alessandro Schöpf,FC Schalke 04,2. Bundesliga
221,M,6.91,29.0,0.52,45.55,0.14,0.14,0.63,87.14,0.0,0.32,0.41,0.74,0.0,0.0,0.0,0.42,0.33,not-called-up,germany 2020,16.0,6.0,Julian Draxler,Julian Draxler,Paris SG,Ligue 1
222,M,7.16,28.0,0.79,71.5,0.0,0.14,2.15,92.0,0.0,0.48,2.62,1.12,0.0,0.0,0.0,0.31,0.31,not-called-up,italy 2020,18.0,6.0,Marco Verratti,Marco Verratti,Paris SG,Ligue 1
223,M,6.68,34.0,0.85,69.0,0.15,0.09,0.9,79.0,0.0,0.5,1.0,1.0,0.0,0.0,0.0,0.08,0.08,not-called-up,italy 2020,20.0,4.0,Gaetano Castrovilli,Gaetano Castrovilli,Fiorentina,Serie A
224,M,6.82,34.0,0.79,67.0,0.09,0.06,1.1,82.0,0.0,0.6,1.0,1.1,0.0,0.0,0.0,0.08,0.08,not-called-up,italy 2020,13.0,4.0,Giacomo Bonaventura,Giacomo Bonaventura,Fiorentina,Serie A
225,M,7.02,37.0,1.0,88.0,0.24,0.16,1.3,83.0,0.0,0.6,1.3,0.5,0.0,0.0,0.0,0.23,0.08,not-called-up,italy 2020,40.0,4.0,Roberto Soriano,Roberto Soriano,Bologna,Serie A
226,M,6.69,26.0,0.46,45.0,0.08,0.08,0.4,82.0,0.0,0.2,0.7,0.1,0.0,0.0,0.0,0.45,0.27,called-up,denmark 2020,4.0,4.0,Andreas Skov Olsen,Andreas Skov Olsen,Bologna,Serie A
227,M,6.71,32.0,0.34,37.12,0.03,0.06,0.44,84.69,0.0,0.38,0.75,0.3,0.0,0.0,0.0,0.92,0.33,not-called-up,netherlands 2020,44.0,1.0,Donny van de Beek,Donny van de Beek,Man Utd,Premier League
228,M,7.11,36.0,1.0,86.33,0.19,0.17,1.03,78.33,0.0,0.83,1.42,0.58,0.0,0.0,0.0,0.67,0.08,not-called-up,netherlands 2020,18.0,14.0,Calvin Stengs,Calvin Stengs,AZ Alkmaar,Eredivisie
229,M,6.83,28.0,0.93,81.93,0.07,0.11,0.71,87.0,0.0,0.3,1.34,0.89,0.0,0.0,0.0,0.58,0.42,not-called-up,netherlands 2020,18.0,4.0,Hans Hateboer,Hans Hateboer,Atalanta BC,Serie A
230,M,6.93,29.0,0.97,83.0,0.0,0.17,0.8,81.0,0.0,0.6,1.5,1.8,0.0,0.0,0.0,0.73,0.55,line-up,czech republic 2020,6.7,150.0,Alex Král,Alex Kral,Spartak Moscow,Premier Liga
231,M,7.1,30.0,0.97,81.0,0.03,0.13,1.9,82.0,0.0,0.5,1.9,2.9,0.0,0.0,0.0,1.0,0.36,called-up,croatia 2020,2.4,4.0,Milan Badelj,Milan Badelj,Genoa,Serie A
232,M,6.81,24.0,0.62,55.33,0.17,0.04,0.6,78.0,0.0,0.4,1.37,1.2,0.0,0.0,0.0,0.33,0.08,not-called-up,austria 2020,3.0,21.0,Peter Žulj,Peter Zulj,RSC Anderlecht,Jupiler Pro League
233,M,6.91,33.0,0.97,83.0,0.21,0.09,1.0,79.0,0.0,0.8,0.9,0.4,0.0,0.0,0.0,0.73,0.45,called-up,czech republic 2020,0.4,4.0,Antonín Barák,Antonin Barak,Udinese Calcio,Serie A
234,M,6.96,28.0,0.89,71.25,0.04,0.21,0.81,76.25,0.0,0.33,1.29,1.0,0.0,0.0,0.0,0.91,0.82,line-up,czech republic 2020,4.5,18.0,Vladimír Darida,Vladimir Darida,Hertha BSC,2. Bundesliga
235,M,6.71,35.0,0.83,69.0,0.17,0.09,0.7,73.0,0.0,0.5,0.8,0.7,0.0,0.0,0.0,0.73,0.64,line-up,czech republic 2020,9.5,27.0,Jakub Jankto,Jakub Jankto,Sampdoria,Serie B
236,M,6.94,35.0,1.0,85.0,0.11,0.03,0.9,78.0,0.0,0.2,1.5,1.3,0.0,0.0,0.0,0.82,0.73,line-up,denmark 2020,11.0,2.0,Daniel Wass,Daniel Wass,Valencia,LaLiga
237,M,6.95,49.0,0.88,81.82,0.04,0.08,1.73,88.39,0.0,0.58,2.27,1.25,0.0,0.0,0.0,0.73,0.45,line-up,denmark 2020,12.0,1.0,Pierre-Emile Højbjerg,Pierre-Emile Højbjerg,Tottenham,Premier League
238,M,7.03,21.0,0.76,70.14,0.05,0.05,0.64,84.19,0.0,0.16,1.7,1.33,0.0,0.0,0.0,0.36,0.18,called-up,denmark 2020,3.2,1.0,Christian Nørgaard,Christian Nørgaard,Brentford,Premier League
239,M,7.0,49.0,0.78,70.92,0.04,0.16,1.8,78.24,0.0,0.39,1.31,1.18,0.0,0.0,0.0,0.64,0.36,called-up,denmark 2020,4.0,1.0,Mathias Jensen,Mathias Jensen,Brentford,Premier League
240,M,6.91,33.0,0.67,63.76,0.03,0.09,0.8,85.76,0.0,0.33,1.92,0.94,0.0,0.0,0.0,0.91,0.73,line-up,denmark 2020,17.5,3.0,Thomas Delaney,Thomas Delaney,Bor. Dortmund,Bundesliga
241,M,6.68,35.0,0.51,51.0,0.06,0.11,1.4,73.0,0.0,0.5,1.2,0.7,0.0,0.0,0.0,0.55,0.18,called-up,denmark 2020,7.0,27.0,Mikkel Damsgaard,Mikkel Damsgaard,Sampdoria,Serie B
242,M,7.19,45.0,0.91,80.71,0.18,0.16,1.18,84.71,0.0,0.58,1.79,1.38,0.0,0.0,0.0,1.0,0.25,called-up,germany 2020,12.0,3.0,Florian Neuhaus,Florian Neuhaus,Bor. M'gladbach,Bundesliga
243,M,7.11,39.0,0.85,78.1,0.05,0.13,0.61,86.51,0.0,0.26,1.47,1.55,0.0,0.0,0.0,0.67,0.33,called-up,germany 2020,24.0,3.0,Emre Can,Emre Can,Bor. Dortmund,Bundesliga
244,M,7.76,35.0,0.94,83.51,0.14,0.4,1.78,88.14,0.0,1.05,1.54,1.34,0.0,0.0,0.0,0.5,0.5,line-up,germany 2020,64.0,3.0,Joshua Kimmich,Joshua Kimmich,Bayern Munich,Bundesliga
245,M,7.21,34.0,0.71,61.68,0.32,0.09,0.73,83.44,0.0,0.7,1.24,0.97,0.0,0.0,0.0,0.67,0.67,line-up,germany 2020,72.0,3.0,Serge Gnabry,Serge Gnabry,Bayern Munich,Bundesliga
246,M,6.96,41.0,0.61,59.56,0.24,0.22,0.69,78.61,0.0,0.81,0.67,0.35,0.0,0.0,0.0,0.67,0.58,called-up,germany 2020,10.0,3.0,Leroy Sané,Leroy Sané,Bayern Munich,Bundesliga
247,M,7.63,40.0,0.88,77.2,0.07,0.3,1.26,93.7,0.0,0.67,1.53,0.83,0.0,0.0,0.0,0.5,0.5,line-up,germany 2020,48.0,2.0,Toni Kroos,Toni Kroos,Real Madrid,LaLiga
248,M,7.34,43.0,0.95,81.4,0.33,0.44,1.37,75.28,0.0,0.97,1.31,0.61,0.0,0.0,0.0,0.17,0.17,line-up,germany 2020,60.0,3.0,Thomas Müller,Thomas Müller,Bayern Munich,Bundesliga
249,M,6.83,37.0,0.86,70.97,0.05,0.19,0.41,80.41,0.0,0.13,0.5,0.91,0.0,0.0,0.0,0.62,0.31,line-up,italy 2020,1.5,4.0,Leonardo Spinazzola,Leonardo Spinazzola,AS Roma,Serie A
250,M,7.08,42.0,0.9,82.0,0.07,0.19,1.46,84.43,0.0,0.74,1.7,0.74,0.0,0.0,0.0,0.85,0.62,line-up,italy 2020,36.0,4.0,Nicolò Barella,Nicolò Barella,Inter,Serie A
251,M,7.07,41.0,0.88,76.54,0.2,0.05,1.67,89.07,0.0,0.42,2.08,1.62,0.0,0.0,0.0,0.69,0.46,line-up,italy 2020,52.0,1.0,Jorginho,Jorginho,Chelsea,Premier League
252,M,7.26,34.0,0.94,85.0,0.12,0.06,0.8,88.0,0.0,0.5,2.4,1.5,0.0,0.0,0.0,0.92,0.46,line-up,italy 2020,25.0,4.0,Manuel Locatelli,Manuel Locatelli,Sassuolo,Serie A
253,M,6.88,46.0,0.74,67.8,0.04,0.09,0.5,84.0,0.0,0.13,0.86,1.2,0.0,0.0,0.0,0.46,0.15,called-up,italy 2020,35.0,4.0,Bryan Cristante,Bryan Cristante,AS Roma,Serie A
254,M,6.8,35.0,0.74,61.0,0.06,0.06,0.66,84.2,0.0,0.6,0.66,0.8,0.0,0.0,0.0,0.54,0.08,called-up,italy 2020,55.0,4.0,Matteo Pessina,Matteo Pessina,Atalanta BC,Serie A
255,M,6.93,41.0,0.93,84.98,0.02,0.02,1.53,83.83,0.0,0.56,2.21,2.0,0.0,0.0,0.0,0.5,0.25,line-up,netherlands 2020,19.0,4.0,Marten de Roon,Marten de Roon,Atalanta BC,Serie A
256,M,7.0,36.0,0.92,82.5,0.08,0.19,0.8,76.67,0.0,0.62,1.37,1.55,0.0,0.0,0.0,0.75,0.33,line-up,netherlands 2020,12.0,14.0,Denzel Dumfries,Denzel Dumfries,PSV Eindhoven,Eredivisie
257,M,6.76,48.0,0.88,77.06,0.04,0.0,0.55,90.69,0.0,0.56,0.62,0.74,0.0,0.0,0.0,0.83,0.83,line-up,netherlands 2020,40.0,1.0,Georginio Wijnaldum,Georginio Wijnaldum,Liverpool,Premier League
258,M,7.14,44.0,0.93,84.84,0.07,0.11,0.56,92.48,0.0,0.53,1.18,1.18,0.0,0.0,0.0,0.83,0.75,line-up,netherlands 2020,72.0,2.0,Frenkie de Jong,Frenkie de Jong,Barcelona,LaLiga
259,M,7.79,37.0,0.97,85.65,0.51,0.35,1.08,80.35,0.0,0.86,0.86,0.47,0.0,0.0,0.0,0.83,0.42,called-up,netherlands 2020,11.0,14.0,Steven Berghuis,Steven Berghuis,Feyenoord,Eredivisie
260,M,7.05,45.0,0.91,77.11,0.33,0.09,0.93,82.64,0.0,0.54,1.24,0.61,0.0,0.0,0.0,0.58,0.33,called-up,netherlands 2020,17.0,14.0,Davy Klaassen,Davy Klaassen,Ajax,Eredivisie
261,M,7.39,37.0,1.0,87.49,0.43,0.19,1.16,83.86,0.0,0.75,2.54,1.34,0.0,0.0,0.0,0.5,0.08,called-up,netherlands 2020,16.5,14.0,Teun Koopmeiners,Teun Koopmeiners,AZ Alkmaar,Eredivisie
262,M,7.3,49.0,0.88,77.94,0.16,0.16,1.14,86.61,0.0,0.6,1.96,0.9,0.0,0.0,0.0,0.82,0.73,line-up,england 2020,40.5,1.0,Mason Mount,Mason Mount,Chelsea,Premier League
263,M,7.07,33.0,1.0,90.0,0.06,0.03,0.87,88.3,0.0,0.42,1.75,1.78,0.0,0.0,0.0,1.0,0.64,line-up,england 2020,49.5,1.0,Declan Rice,Declan Rice,West Ham,Premier League
264,M,7.04,39.0,0.95,81.15,0.1,0.15,0.82,80.05,0.0,0.26,1.44,1.03,0.0,0.0,0.0,0.55,0.27,not-called-up,england 2020,40.0,1.0,Ben Chilwell,Ben Chilwell,Chelsea,Premier League
265,M,7.24,39.0,1.0,90.0,0.21,0.18,1.07,86.03,0.0,0.29,2.0,1.1,0.0,0.0,0.0,0.64,0.18,not-called-up,england 2020,30.0,25.0,James Ward-Prowse,James Ward-Prowse,Southampton,Championship
266,M,6.64,34.0,0.76,69.38,0.0,0.03,0.81,79.18,0.0,0.44,1.32,1.19,0.0,0.0,0.0,0.55,0.09,not-called-up,england 2020,16.0,1.0,Ainsley Maitland-Niles,Ainsley Maitland-Niles,Arsenal,Premier League
267,M,6.98,54.0,0.81,72.5,0.37,0.19,0.49,81.17,0.0,0.6,0.48,0.17,0.0,0.0,0.0,0.36,0.27,called-up,england 2020,64.0,1.0,Marcus Rashford,Marcus Rashford,Man Utd,Premier League
268,M,6.88,26.0,0.73,66.04,0.04,0.08,0.93,87.35,0.0,0.33,1.15,1.07,0.0,0.0,0.0,0.36,0.18,not-called-up,england 2020,32.0,1.0,Harry Winks,Harry Winks,Tottenham,Premier League
269,M,7.21,29.0,0.97,84.0,0.03,0.07,1.2,85.0,0.0,0.4,2.6,1.6,0.0,0.0,0.0,0.73,0.55,line-up,england 2020,30.0,25.0,Kalvin Phillips,Kalvin Phillips,Leeds,Championship
270,M,7.61,38.0,0.89,78.42,0.42,0.47,0.41,83.74,0.0,1.03,0.68,0.57,0.0,0.0,0.0,0.64,0.18,not-called-up,england 2020,117.0,3.0,Jadon Sancho,Jadon Sancho,Bor. Dortmund,Bundesliga
271,M,7.02,27.0,0.89,76.56,0.04,0.04,0.78,87.0,0.0,0.27,0.9,1.51,0.0,0.0,0.0,0.55,0.18,called-up,england 2020,20.0,1.0,Jordan Henderson,Jordan Henderson,Liverpool,Premier League
272,M,6.92,45.0,0.73,62.69,0.09,0.09,0.85,84.8,0.0,0.68,1.83,0.8,0.0,0.0,0.0,0.73,0.09,called-up,england 2020,55.0,3.0,Jude Bellingham,Jude Bellingham,Bor. Dortmund,Bundesliga
273,M,7.33,45.0,0.73,67.78,0.31,0.22,0.51,87.71,0.0,0.71,0.92,0.52,0.0,0.0,0.0,0.55,0.27,line-up,england 2020,80.0,1.0,Phil Foden,Phil Foden,Man City,Premier League
274,M,7.13,36.0,0.83,64.31,0.22,0.33,0.68,84.61,0.0,0.78,0.6,0.14,0.0,0.0,0.0,0.83,0.25,called-up,france 2020,65.0,3.0,Kingsley Coman,Kingsley Coman,Bayern Munich,Bundesliga
275,M,7.02,40.0,0.72,67.78,0.15,0.15,0.78,82.88,0.0,0.5,1.41,0.99,0.0,0.0,0.0,0.92,0.67,line-up,france 2020,60.0,1.0,Paul Pogba,Paul Pogba,Man Utd,Premier League
276,M,6.65,37.0,0.59,61.92,0.03,0.03,0.45,85.08,0.0,0.25,0.88,0.94,0.0,0.0,0.0,0.75,0.25,not-called-up,france 2020,10.0,1.0,Moussa Sissoko,Moussa Sissoko,Tottenham,Premier League
277,M,6.81,20.0,0.55,57.2,0.1,0.0,1.19,86.55,0.0,0.57,1.05,0.37,0.0,0.0,0.0,0.58,0.33,called-up,france 2020,20.0,3.0,Corentin Tolisso,Corentin Tolisso,Bayern Munich,Bundesliga
